relative_path,category,filename,size_bytes,modified_utc,years_in_filename,has_post_mz,same_basename_count,audience,display_title,icd10_primary,icd_count,audience_confidence,protocol_kind,scope_label_ru
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_расстройствами_вследствие_употребления_психоактивных_веществ_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_расстройствами_вследствие_употребления_психоактивных_веществ_пост_МЗ_2022_108.pdf,276104,2026-05-30T13:54:47Z,2022,yes,1,adult,Оказание медпомощи пациентам с расстройствами вследствие употребления психоактивных веществ пост. МЗ 2022 108,F10|F19|F11|F12|F13|F14|F15|F16|F17|F18|F10.0|F10.1,46,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_расстройствами_личности_и_поведения_у_взрослых_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_расстройствами_личности_и_поведения_у_взрослых_взр_и_детс_население_пост_МЗ_2022_108.pdf,200421,2026-05-30T13:54:47Z,2022,yes,1,mixed,Оказание медпомощи пациентам с расстройствами личности и поведения у взрослых взр и детс население пост. МЗ 2022 108,F60.0|F60.1|F60.2|F60.3|F60.4|F60.5|F60.6|F60.7|F60.8|F62|F63|F64,29,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_расстройствами_приема_пищи_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_расстройствами_приема_пищи_взр_и_детс_население_пост_МЗ_2022_108.pdf,208996,2026-05-30T13:54:48Z,2022,yes,1,mixed,Оказание медпомощи пациентам с расстройствами приема пищи взр и детс население пост. МЗ 2022 108,F50|F50.0|F50.1|F50.2|F50.3|F50.4,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_расстройствами_психологического_психического_развития_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_расстройствами_психологического_психического_развития_взр_и_детс_население_пост_МЗ_2022_108.pdf,186174,2026-05-30T13:54:48Z,2022,yes,1,mixed,Оказание медпомощи пациентам с расстройствами психологического психического развития взр и детс население пост. МЗ 2022 108,F80|F80.0|F80.1|F80.2|F80.3|F81|F81.0|F81.1|F81.2|F81.3|F82|F84,19,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_расстройствами_сна_неорганической_этиологии_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_расстройствами_сна_неорганической_этиологии_взр_и_детс_население_пост_МЗ_2022_108.pdf,181888,2026-05-30T13:54:48Z,2022,yes,1,mixed,Оказание медпомощи пациентам с расстройствами сна неорганической этиологии взр и детс население пост. МЗ 2022 108,F51|F51.0|F51.1|F51.2|F51.3|F51.4|F51.5,7,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_умственной_отсталостью_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_умственной_отсталостью_взр_и_детс_население_пост_МЗ_2022_108.pdf,167503,2026-05-30T13:54:49Z,2022,yes,1,mixed,Оказание медпомощи пациентам с умственной отсталостью взр и детс население пост. МЗ 2022 108,F70|F71|F72|F73,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_шизофренией_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_шизофренией_взр_и_детс_население_пост_МЗ_2022_108.pdf,221127,2026-05-30T13:54:49Z,2022,yes,1,mixed,Оказание медпомощи пациентам с шизофренией взр и детс население пост. МЗ 2022 108,F20|F29|F20.0|F20.2|F21|F22|F23|F24|F25|F28|F20.1|F20.3,23,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/pulmonologiya-ftiziatriya/КП Ранняя диагностика и интенсивная терапия острого респираторного дистресс-синдрома 01.06.2017 № 48.pdf,pulmonologiya-ftiziatriya,КП Ранняя диагностика и интенсивная терапия острого респираторного дистресс-синдрома 01.06.2017 № 48.pdf,283829,2026-05-30T13:54:50Z,2017,no,4,mixed,Ранняя диагностика и интенсивная терапия острого респираторного дистресс-синдрома 01.06.2017 №48,J80,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/pulmonologiya-ftiziatriya/КП диагностики и лечения абсцесса легкого и средостения 05.07.2012 № 768.pdf,pulmonologiya-ftiziatriya,КП диагностики и лечения абсцесса легкого и средостения 05.07.2012 № 768.pdf,143864,2026-05-30T13:54:50Z,2012,no,2,mixed,диагностики и лечения абсцесса легкого и средостения 05.07.2012 №768,J85|J85.0|J85.1|J85.2|J85.3,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/pulmonologiya-ftiziatriya/КП диагностики и лечения бронхоэктатической болезни 05.07.2012 № 768.pdf,pulmonologiya-ftiziatriya,КП диагностики и лечения бронхоэктатической болезни 05.07.2012 № 768.pdf,154044,2026-05-30T13:54:50Z,2012,no,1,mixed,диагностики и лечения бронхоэктатической болезни 05.07.2012 №768,J47,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/pulmonologiya-ftiziatriya/КП диагностики и лечения интерстициальных легочных болезней 05.07.2012 № 768.pdf,pulmonologiya-ftiziatriya,КП диагностики и лечения интерстициальных легочных болезней 05.07.2012 № 768.pdf,151796,2026-05-30T13:54:51Z,2012,no,1,mixed,диагностики и лечения интерстициальных легочных болезней 05.07.2012 №768,J84|J84.0|J84.1|J84.8|J84.9,5,index_csv,clinical,Клинический КП (есть коды МКБ)
